PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Nr_of_rms,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_price,Sale_year
Residential,6429991121,5270 S 9TH ST,,13,4800,Ranch,Aluminum / Vinyl,1.0,1969,0,1092,1,3,1,0,7930,128800,2009
Residential,7160171000,1808 W SALEM ST,,13,4920,Ranch,Frame,1.0,1960,0,965,1,3,1,0,6400,127000,2009
Residential,5510124000,3855 S 13TH ST,,13,4520,Ranch,Aluminum / Vinyl,1.0,1950,0,911,1,3,1,0,4840,104900,2009
Residential,5779975000,2321 W PLAINFIELD AV,,13,4660,Ranch,Aluminum / Vinyl,1.0,1954,0,870,1,2,1,0,9840,113000,2009
Residential,5521120000,3767 S 20TH ST,,13,4360,Ranch,Aluminum / Vinyl,1.0,1947,0,861,1,2,1,0,5400,105000,2009
Residential,5940330000,4359 S QUINCY AV,,13,4720,Ranch,Aluminum / Vinyl,1.0,1940,0,852,1,2,1,0,6600,145000,2009
Residential,5800633100,4020 S 5TH ST,,13,4700,Ranch,Aluminum / Vinyl,1.0,1947,0,732,1,2,1,0,4800,100000,2009
Residential,6239949100,2227 W LAYTON AV,,13,4660,Residence O/S,Aluminum / Vinyl,1.5,1926,0,1172,1,4,1,1,9460,89900,2009
Residential,5380422000,3307 S TAYLOR AV,,14,4580,Cape Cod,Aluminum / Vinyl,1.0,1939,0,1238,1,3,2,0,4200,171900,2009
Residential,5819939000,713 E WATERFORD AV,,14,4700,Cape Cod,Aluminum / Vinyl,1.0,1953,0,1226,1,4,1,0,5904,138000,2009
Residential,5380465000,3309 S ADAMS AV,,14,4580,Cape Cod,Aluminum / Vinyl,1.0,1944,0,1168,1,3,1,0,5040,152500,2009
Residential,5460103000,3861 S KANSAS AV,,14,4620,Cape Cod,Brick,1.0,1944,0,1100,1,4,1,0,5400,128000,2009
Residential,5829954000,4110 S PINE AV,,14,4700,Cape Cod,Aluminum / Vinyl,1.0,1953,0,1090,1,4,1,0,5940,153200,2009
Residential,5471218000,3528 S HERMAN ST,,14,4620,Cape Cod,Aluminum / Vinyl,1.0,1950,0,1040,1,4,1,0,6480,145000,2009
Residential,5010693000,2481 S ST CLAIR ST,,14,4540,Colonial,Prem Wood,2.0,2007,0,1826,1,4,2,1,3986,245000,2009
Residential,5471026000,3718 S LOGAN AV,,14,4620,Colonial,Aluminum / Vinyl,2.0,1938,0,1320,1,3,1,0,3840,154900,2009
Residential,5000261000,2615 S LOGAN AV,,14,4910,Cottage,Aluminum / Vinyl,1.5,1900,0,1356,1,3,2,0,3750,140000,2009
Residential,5400413000,2328 E FERNWOOD AV,,14,4600,Dplx Bungalow,Aluminum / Vinyl,2.0,1924,0,2472,2,5,2,0,5200,206600,2009
Residential,5361441000,3200 S 12TH ST,,14,4520,Dplx Bungalow,Brick,2.0,1932,0,2208,2,4,2,0,3660,158000,2009
Residential,5050506000,355 E SCHILLER ST,,14,4910,Dplx Bungalow,Aluminum / Vinyl,1.5,1923,0,1875,2,4,2,0,3600,150000,2009
Residential,4991417000,226 E SMITH ST,,14,4910,Duplex O/S,Aluminum / Vinyl,2.0,1890,0,2424,2,4,2,0,3922,178000,2009
Residential,5390533000,3229 S LOGAN AV,,14,4580,Duplex O/S,Brick,1.5,1930,0,2381,2,3,2,0,5040,238000,2009
Residential,5040332000,3016 S NEVADA ST,,14,4500,Duplex O/S,Aluminum / Vinyl,2.0,1925,0,1848,2,4,2,0,5280,147000,2009
Residential,5050326000,451 E RUSSELL AV,,14,4500,Duplex O/S,Aluminum / Vinyl,1.5,1910,0,1680,2,3,2,0,3600,136000,2009
Residential,5071066000,2920 S 12TH ST,,14,4180,Duplex-Cottage,Aluminum / Vinyl,1.0,1913,0,1922,2,5,2,0,3660,95000,2009
Residential,5010388000,1337 E POTTER AV,,14,4540,Duplex-Cottage,Aluminum / Vinyl,2.0,1892,0,1814,2,4,2,0,3200,198000,2009
Residential,5380268000,529 E OKLAHOMA AV,,14,4580,Milwaukee Bungalow,Brick,1.0,1925,0,2261,1,3,2,1,7260,369000,2009
Residential,5360508000,3376 S 11TH ST,,14,4520,Milwaukee Bungalow,Stone,1.0,1933,0,1650,1,3,1,1,4880,150000,2009
Residential,5020033000,3014 S WENTWORTH AV,,14,4540,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1930,0,1542,1,4,1,1,3600,240000,2009
Residential,5470108000,3672 S HERMAN ST,,14,4620,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1926,0,1434,1,3,1,0,5538,145000,2009
Residential,5400897000,2013 E HILLCREST AV,,14,4610,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1910,0,1372,1,3,1,1,3540,115000,2009
Residential,5460227000,3801 S ALABAMA AV,,14,4620,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1927,0,1248,1,3,1,0,4998,171000,2009
Residential,5389933100,3457 S WHITNALL AV,,14,4580,Milwaukee Bungalow,Brick,1.0,1928,0,1145,1,3,1,0,5880,155000,2009
Residential,5810713000,511 E VAN BECK AV,,14,4700,Ranch,Aluminum / Vinyl,1.0,1956,0,1003,1,3,1,0,6950,130000,2009
Residential,5401164000,3417 S AHMEDI AV,,14,4580,Ranch,Aluminum / Vinyl,1.0,1943,0,710,1,2,1,0,4800,137000,2009
Residential,5040789000,2921 S LENOX ST,,14,4500,Residence O/S,Frame,1.0,1908,0,1519,1,5,2,0,3750,250000,2009
Residential,5040856000,2976 S HERMAN ST,,14,4500,Residence O/S,Aluminum / Vinyl,1.0,1906,0,1470,1,4,2,0,4020,190000,2009
Residential,5040737000,2814 S LOGAN AV,,14,4500,Residence O/S,Aluminum / Vinyl,1.5,1908,0,1290,1,3,1,0,3870,150000,2009
Residential,5030413000,2736 S DELAWARE AV,,14,4540,Residence O/S,Aluminum / Vinyl,1.5,1911,0,1283,1,4,1,1,3000,105900,2009
Residential,5071185000,3025 S 11TH ST,,14,4180,Residence O/S,Aluminum / Vinyl,1.0,1921,0,1120,1,3,1,0,4880,85000,2009
Residential,5381227000,3118 S BRISBANE AV,,14,4580,Residence O/S,Aluminum / Vinyl,1.0,1890,0,959,1,2,1,0,3810,129000,2009
Residential,3471114000,2106 N 49TH ST,,15,2540,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1922,0,1962,1,5,2,0,4800,100000,2009
Residential,3501210000,1925 N 26TH ST,,15,3000,Residence O/S,Aluminum / Vinyl,1.0,1899,0,1238,1,4,1,0,3720,20000,2009
Residential,1700655100,5645 N 34TH ST,,1,900,Cape Cod,Brick,1.0,1937,0,1466,1,3,2,1,7320,65000,2009
Residential,1950019000,1630 W LAWN AV,,1,1200,Cape Cod,Brick,1.0,1941,0,1456,1,4,1,0,8601,109000,2009
Residential,1930325000,5564 N 32ND ST,,1,1160,Cape Cod,Aluminum / Vinyl,1.0,1946,0,1384,1,5,1,0,4800,71500,2009
Residential,1909865000,5300 N 55TH ST,,1,1140,Cape Cod,Aluminum / Vinyl,1.0,1953,0,1298,1,4,2,0,6075,88900,2009
Residential,2300391000,4643 N 31ST ST,,1,1500,Cape Cod,Aluminum / Vinyl,1.5,1937,0,1120,1,2,1,1,3600,51000,2009
Residential,1719711000,5887 N 41ST ST,,1,900,Cape Cod,Aluminum / Vinyl,1.5,1936,0,1054,1,2,1,0,7100,65000,2009
Residential,1710507000,5686 N 41ST ST,,1,900,Colonial,Aluminum / Vinyl,2.0,1936,0,1144,1,3,1,0,4800,18000,2009
Residential,2070659100,2912 W FAIRMOUNT AV,,1,1160,Duplex O/S,Aluminum / Vinyl,2.0,1914,0,1835,2,4,2,0,7636,65000,2009
Residential,1930206000,5559 N 34TH ST,,1,1160,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1924,0,1340,1,4,1,0,5400,52000,2009
Residential,2440632000,1420 W CAPITOL DR,,1,1620,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1926,0,1214,1,3,1,0,6028,66000,2009
Residential,1940180000,2422 W LAWN AV,,1,1200,Ranch,Aluminum / Vinyl,1.0,1955,0,1082,1,3,1,0,7905,102500,2009
Residential,1950285000,2045 W NEIL PL,,1,1200,Ranch,Aluminum / Vinyl,1.0,1954,0,963,1,3,1,0,5500,82000,2009
Residential,1919811000,5314 N 45TH ST,,1,1140,Ranch,Aluminum / Vinyl,1.0,1953,0,870,1,3,1,0,5124,30000,2009
Residential,2101225000,4844 N 52ND ST,,1,1140,Ranch,Aluminum / Vinyl,1.0,1939,0,795,1,2,1,0,6550,66000,2009
Residential,2310529000,4532 N 21ST ST,,1,1620,Residence O/S,Brick,1.0,1929,0,1548,1,4,2,0,4800,89600,2009
Residential,1900249000,5200 N 57TH ST,,2,1140,Cape Cod,Aluminum / Vinyl,1.5,1951,0,1428,1,4,1,0,8494,39000,2009
Residential,1890054200,5345 N 66TH ST,,2,1140,Cape Cod,Aluminum / Vinyl,1.5,1935,0,1309,1,5,1,0,10230,25000,2009
Residential,2110032000,5049 N 63RD ST,,2,1140,Cape Cod,Aluminum / Vinyl,1.0,1952,0,1073,1,4,1,1,4400,84000,2009
Residential,1519986210,6361 N 91ST ST,,2,700,Cape Cod,Brick,1.0,1947,0,920,1,2,1,0,13028,88000,2009
Residential,2120710000,4848 N 71ST ST,,2,1480,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1929,0,1153,1,3,1,0,5320,92900,2009
Residential,2250157000,7209 W RUBY AV,,2,1480,Ranch,Frame,1.0,1963,0,1408,1,3,2,0,5080,125000,2009
Residential,1760377100,5961 N 77TH ST,,2,980,Ranch,Frame,1.0,1966,0,1308,1,4,1,1,5400,84900,2009
Residential,2250698000,4762 N 69TH ST,,2,1480,Ranch,Aluminum / Vinyl,1.0,1967,0,1215,1,3,1,1,5256,105300,2009
Residential,2510485000,4123 N 69TH ST,,2,1480,Ranch,Aluminum / Vinyl,1.0,1959,0,1135,1,3,1,1,6000,114000,2009
Residential,2110551000,5041 N 66TH ST,,2,1380,Ranch,Brick,1.0,1959,0,1116,1,3,2,0,4920,104500,2009
Residential,1760191000,5777 N 79TH ST,,2,980,Ranch,Aluminum / Vinyl,1.0,1946,0,1040,1,2,1,0,4800,58000,2009
Residential,1870098000,8133 W CUSTER AV,,2,1400,Ranch,Aluminum / Vinyl,1.0,1956,0,925,1,3,1,0,6480,107000,2009
Residential,1750862100,5625 N 69TH ST,,2,980,Ranch,Frame,1.0,1959,0,910,1,3,1,1,5000,78000,2009
Residential,1520149000,8632 W DOUGLAS AV,,2,700,Ranch,Aluminum / Vinyl,1.0,1957,0,886,1,3,1,1,7272,68000,2009
Residential,1880109000,5491 N PRENTISS ST,,2,1380,Ranch,Aluminum / Vinyl,1.0,1955,0,864,1,3,1,0,6500,78000,2009
Residential,1880752000,5274 N 69TH ST,,2,1380,Ranch,Aluminum / Vinyl,1.0,1954,0,864,1,3,1,0,6000,85000,2009
Residential,3201229000,2465 N GORDON PL,,3,3330,Cottage,Aluminum / Vinyl,1.0,1898,0,1296,1,3,1,0,4800,105000,2009
Residential,3212216000,2454 N FRATNEY ST,,3,2890,Cottage,Aluminum / Vinyl,1.0,1895,0,870,1,4,2,1,3600,117000,2009
Residential,2810310000,1004 E AUER AV,,3,3320,Dplx Bungalow,Aluminum / Vinyl,1.5,1925,0,2225,2,4,2,0,4400,167900,2009
Residential,3210603000,2427 N FRATNEY ST,,3,2890,Duplex O/S,Frame,2.0,1920,0,2016,2,6,2,0,3600,94000,2009
Residential,2810769000,3454 N FRATNEY ST,,3,2880,Duplex O/S,Aluminum / Vinyl,1.5,1917,0,1761,2,4,2,0,4305,159000,2009
Residential,3150620000,1241 E BURLEIGH ST,,3,3320,Milwaukee Bungalow,Brick,1.0,1926,0,1420,1,3,1,0,5640,179000,2009
Residential,3170046000,3044 N SUMMIT AV,,3,3060,Residence O/S,Brick,2.0,1912,0,3066,1,6,2,1,6000,380000,2009
Residential,3160351000,3033 N MURRAY AV,,3,3160,Residence O/S,Stucco,2.0,1922,0,1947,1,4,1,1,4800,267500,2009
Residential,3160324000,2976 N CRAMER ST,,3,3160,Residence O/S,Stucco,2.0,1910,0,1886,1,3,1,1,3720,260000,2009
Residential,3160324000,2976 N CRAMER ST,,3,3160,Residence O/S,Stucco,2.0,1910,0,1886,1,3,1,1,3720,258800,2009
Residential,3160341000,1909 E KENWOOD BL,,3,3160,Residence O/S,Stucco,2.0,1912,0,1805,1,4,1,1,4120,210000,2009
Residential,3210726000,2657 N WEIL ST,,3,2890,Residence O/S,Aluminum / Vinyl,1.0,1892,0,1080,1,3,1,0,3240,133600,2009
Residential,3651424000,3239 W MC KINLEY BL,,4,2300,Residence O/S,Frame,2.0,1908,0,2362,1,5,1,1,5250,125000,2009
Residential,3010228000,9528 W LORRAINE PL,,5,2120,Cape Cod,Stone,1.0,1951,0,1417,1,3,1,1,6710,183000,2009
Residential,3030958000,2825 N 81ST ST,,5,2080,Cape Cod,Brick,1.0,1947,0,1374,1,3,1,1,5120,145000,2009
Residential,3030343000,2929 N 79TH ST,,5,2080,Cape Cod,Stone,1.0,1946,0,1272,1,3,1,0,5376,153000,2009
Residential,3030008000,8120 W CENTER ST,,5,2080,Cape Cod,Aluminum / Vinyl,1.0,1946,0,1264,1,3,1,0,4520,143000,2009
Residential,3020018000,3054 N 92ND ST,,5,2120,Cape Cod,Brick,1.0,1952,0,1230,1,2,1,1,6490,90000,2009
Residential,2611411000,3524 N 93RD ST,,5,2100,Cape Cod,Brick,1.0,1952,0,1166,1,3,2,0,4687,188000,2009
Residential,2930026000,3425 N 87TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1952,0,981,1,3,1,0,4800,131500,2009
Residential,2520307000,4120 N 84TH ST,,5,1470,Cape Cod,Aluminum / Vinyl,1.0,1951,0,980,1,2,1,0,8680,80000,2009
Residential,2520307000,4120 N 84TH ST,,5,1470,Cape Cod,Aluminum / Vinyl,1.0,1951,0,980,1,2,1,0,8680,127000,2009
Residential,3030901000,2809 N 79TH ST,,5,2080,Cape Cod,Aluminum / Vinyl,1.0,1942,0,812,1,2,1,0,5120,96000,2009
Residential,2230073000,8710 W GRANTOSA DR,,5,1460,Colonial,Masonry / Frame,2.0,1965,0,2252,1,5,3,1,7080,211900,2009
Residential,3030108000,7636 W CENTER ST,,5,2080,Dplx Bungalow,Aluminum / Vinyl,1.5,1922,0,1817,2,5,2,0,8100,121000,2009
Residential,2530972000,4151 N 84TH ST,,5,1460,Duplex N/S,Brick,1.0,1956,0,2458,2,5,2,0,9822,160000,2009
Residential,1160132000,9527 W GOOD HOPE RD,,5,440,Ranch,Aluminum / Vinyl,1.0,1968,0,1552,1,3,1,1,12000,146500,2009
Residential,2940250000,3244 N 94TH ST,,5,2120,Ranch,Stone,1.0,1956,0,1535,1,3,1,0,6000,168500,2009
Residential,2920639000,3337 N 79TH ST,,5,2040,Ranch,Stone,1.0,1950,0,1507,1,4,2,0,6480,165000,2009
Residential,1800421000,5960 N 113TH ST,,5,780,Ranch,Brick,1.0,1997,0,1456,1,3,1,1,9535,182000,2009
Residential,2920737000,3216 N 83RD ST,,5,2100,Ranch,Aluminum / Vinyl,1.0,1949,0,1328,1,2,2,0,5520,136500,2009
Residential,2630005000,3935 N 82ND ST,,5,2040,Ranch,Brick,1.0,1961,0,1324,1,3,2,1,5160,137000,2009
Residential,2240418000,7628 W COURTLAND AV,,5,1470,Ranch,Brick,1.0,1958,0,1180,1,3,1,1,4800,88000,2009
Residential,3020366000,3008 N 87TH ST,,5,2080,Ranch,Brick,1.0,1952,0,1153,1,2,1,1,5000,80000,2009
Residential,2620185000,3615 N 87TH ST,,5,2040,Ranch,Brick,1.0,1953,0,1142,1,3,1,0,7800,153900,2009
Residential,2520530000,4144 N 77TH ST,,5,1470,Ranch,Aluminum / Vinyl,1.0,1957,0,1136,1,3,1,1,5678,110800,2009
Residential,2531061000,4149 N 89TH ST,,5,1460,Ranch,Brick,1.0,1957,0,1124,1,2,1,0,6630,114000,2009
Residential,2240353000,4740 N 81ST ST,,5,1470,Ranch,Brick,1.0,1959,0,1107,1,3,1,0,4920,89000,2009
Residential,2610504000,3907 N 94TH ST,,5,2100,Ranch,Aluminum / Vinyl,1.0,1955,0,1064,1,3,1,0,5300,107500,2009
Residential,2140305000,4928 N 90TH ST,,5,1400,Ranch,Aluminum / Vinyl,1.0,1955,0,1043,1,3,1,0,5600,86990,2009
Residential,3020042000,8919 W BURLEIGH ST,,5,2080,Ranch,Brick,1.0,1952,0,1029,1,2,1,0,5400,93000,2009
Residential,2160104200,5000 N 107TH ST,,5,1040,Ranch,Brick,1.0,1961,0,1011,1,3,1,1,6240,112000,2009
Residential,2530924000,4237 N 88TH ST,,5,1460,Ranch,Aluminum / Vinyl,1.0,1955,0,1008,1,3,1,0,8555,122000,2009
Residential,2610626000,9418 W LISBON AV,,5,2100,Ranch,Aluminum / Vinyl,1.0,1955,0,1008,1,3,1,0,6000,100500,2009
Residential,3020815000,2756 N 88TH ST,,5,2080,Ranch,Stone,1.0,1950,0,960,1,2,1,0,5400,148000,2009
Residential,2920425000,3214 N 77TH ST,,5,2100,Ranch,Aluminum / Vinyl,1.0,1950,0,927,1,3,1,0,5280,81300,2009
Residential,3020447000,2924 N 85TH ST,,5,2080,Ranch,Stone,1.0,1939,0,924,1,2,1,1,5000,129000,2009
Residential,2540268000,9955 W GRANTOSA DR,,5,1460,Ranch,Stone,1.0,1956,0,920,1,3,1,0,6325,129000,2009
Residential,3031176000,2763 N 81ST ST,,5,2080,Ranch,Aluminum / Vinyl,1.0,1948,0,800,1,2,1,0,5760,135000,2009
Residential,2920397000,3255 N 78TH ST,,5,2100,Ranch,Aluminum / Vinyl,1.0,1950,0,728,1,2,2,0,9491,122000,2009
Residential,1490273000,11138 W FLORIST AV,,5,780,Townhouse,Aluminum / Vinyl,2.0,1977,0,2896,2,6,2,2,7245,170000,2009
Residential,3211769000,2725B N PIERCE ST,,6,2890,Cottage,Aluminum / Vinyl,1.0,1895,0,934,1,2,1,0,3026,62000,2009
Residential,2840422000,3313 N 13TH ST,,6,2850,Dplx Bungalow,Aluminum / Vinyl,2.0,1922,0,2612,2,4,2,0,5760,48000,2009
Residential,2819992000,3245 N BUFFUM ST,,6,2900,Duplex O/S,Frame,2.0,1911,0,2202,2,4,2,0,4059,28500,2009
Residential,2711409000,3539 N 18TH ST,,6,2860,Duplex O/S,Aluminum / Vinyl,1.5,1916,0,1965,2,4,2,0,4560,79900,2009
Residential,2851378100,3355 N 23RD ST,,6,2960,Duplex O/S,Frame,1.5,1914,0,1693,2,4,2,0,7020,74000,2009
Residential,3141157000,3049 N HOLTON ST,,6,2800,Duplex O/S,Aluminum / Vinyl,1.5,1873,0,1664,2,4,2,0,3600,63500,2009
Residential,3130702000,3023 N RICHARDS ST,,6,2930,Residence O/S,Aluminum / Vinyl,1.5,1893,0,2037,1,4,2,0,10070,89400,2009
Residential,2721510000,3624 N 9TH ST,,6,2860,Residence O/S,Aluminum / Vinyl,2.0,1910,0,1736,1,4,1,0,3690,15000,2009
Residential,2660484000,3741 N 51ST BL,,7,1820,Cape Cod,Brick,1.0,1945,0,1731,1,4,1,0,4800,116700,2009
Residential,2270538000,4534 N 58TH ST,,7,1560,Cape Cod,Brick,1.0,1951,0,1372,1,4,2,0,4800,106500,2009
Residential,2100235000,4904 N 57TH ST,,7,1140,Cape Cod,Aluminum / Vinyl,1.0,1954,0,1176,1,4,1,0,6160,79900,2009
Residential,2660283000,3745 N 58TH BL,,7,1830,Cape Cod,Aluminum / Vinyl,1.0,1950,0,1113,1,3,1,0,4800,88000,2009
Residential,2660521000,3508 N 54TH BL,,7,1830,Colonial,Masonry / Frame,2.0,1952,0,2020,1,4,3,1,4920,142500,2009
Residential,2100091000,5065 N 58TH ST,,7,1140,Cottage,Aluminum / Vinyl,1.0,1928,0,774,1,2,1,0,6020,25000,2009
Residential,2100045100,4874 N 60TH ST,,7,1140,Cottage,Aluminum / Vinyl,1.0,1930,0,563,1,2,1,0,5280,5000,2009
Residential,2660643000,3628 N 58TH BL,,7,1830,Duplex N/S,Aluminum / Vinyl,2.0,1950,0,1932,2,4,2,0,4920,86000,2009
Residential,3090285000,2948 N 28TH ST,,7,2960,Duplex O/S,Frame,2.0,1913,0,2152,2,4,2,0,3750,67600,2009
Residential,2270175100,4723 N 56TH ST,,7,1150,Ranch,Stone,1.0,1954,0,1448,1,3,1,0,11745,108000,2009
Residential,2100201000,5635 W VILLARD AV,,7,1140,Ranch,Aluminum / Vinyl,1.0,1953,0,912,1,3,1,0,7280,64000,2009
Residential,2299883000,4505 N 40TH ST,,7,1440,Residence O/S,Aluminum / Vinyl,1.0,1920,0,1244,1,3,1,0,3720,67500,2009
Residential,2881002000,3234 N 50TH ST,,7,1840,Tudor,Stone,2.0,1935,0,1980,1,3,1,1,4800,135000,2009
Residential,4581627000,1544 S 33RD ST,,8,4060,Cape Cod,Aluminum / Vinyl,1.0,1951,0,1375,1,3,2,0,5080,107000,2009
Residential,4571002000,1709 S 37TH ST,,8,4060,Cape Cod,Aluminum / Vinyl,1.0,1952,0,779,1,2,1,0,5152,65000,2009
Residential,4711003000,2005 S 30TH ST,,8,4000,Dplx Bungalow,Stucco,1.5,1915,0,2003,2,5,2,0,6000,111880,2009
Residential,4580751000,1667 S 32ND ST,,8,4060,Duplex O/S,Frame,2.0,1912,0,2528,2,6,2,0,5080,78000,2009
Residential,4360222000,1100 S 36TH ST,,8,4060,Duplex O/S,Frame,2.0,1907,0,1936,2,5,2,0,3582,62000,2009
Residential,4709999000,1962 S MUSKEGO AV,,8,4120,Duplex-Cottage,Aluminum / Vinyl,1.0,1880,0,1875,2,4,2,0,3780,56000,2009
Residential,4702609000,2244 S LAYTON BL,,8,4000,Milwaukee Bungalow,Stucco,1.0,1921,0,1870,1,3,2,0,5360,95000,2009
Residential,4350781000,933 S 30TH ST,,8,4060,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1920,0,1510,1,3,1,1,4360,149000,2009
Residential,4940750000,2366 S 33RD ST,,8,4000,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1923,0,1454,1,4,2,0,3780,90000,2009
Residential,4360484000,1232 S 37TH ST,,8,4060,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1925,0,1440,1,3,2,0,3570,112000,2009
Residential,4580734000,1606 S 32ND ST,,8,4060,Milwaukee Bungalow,Stucco,1.0,1923,0,1255,1,3,1,1,4625,115000,2009
Residential,4581004000,3002 W ORCHARD ST,,8,4060,Milwaukee Bungalow,Frame,1.0,1925,0,1237,1,3,1,0,2556,90000,2009
Residential,4940547000,3323 W ARTHUR AV,,8,4000,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1926,0,1106,1,2,1,0,5400,89900,2009
Residential,4350221000,1036 S 32ND ST,,8,4060,Residence O/S,Aluminum / Vinyl,1.0,1900,0,1431,1,4,1,1,3998,90000,2009
Residential,1070012100,7489 N 79TH ST,,9,440,Cape Cod,Aluminum / Vinyl,1.0,1956,0,1872,1,3,1,1,21780,127000,2009
Residential,730454000,8343 N CELINA ST,,9,240,Cape Cod,Aluminum / Vinyl,1.5,1976,0,1437,1,4,2,0,7200,110000,2009
Residential,1730129000,5734 N 60TH ST,,9,960,Cape Cod,Aluminum / Vinyl,1.0,1953,0,1050,1,4,1,0,5500,56400,2009
Residential,790215000,7830 N 99TH ST,,9,240,Colonial,Aluminum / Vinyl,2.0,2008,0,2208,1,4,2,1,9255,251200,2009
Residential,1430534000,8115 W ACACIA ST,,9,480,Ranch,Brick,1.0,1964,0,1669,1,3,1,1,8192,163300,2009
Residential,1391521100,6755 N 53RD ST,,9,560,Ranch,Aluminum / Vinyl,1.0,1979,0,1581,1,4,2,0,17379,145000,2009
Residential,730412000,10359 W VILLA AV,,9,240,Ranch,Aluminum / Vinyl,1.0,1974,0,1324,1,3,1,1,14658,168000,2009
Residential,341256000,9215 N 94TH  ST,,9,40,Ranch,Aluminum / Vinyl,1.0,1953,0,1309,1,3,2,0,8479,112000,2009
Residential,1430072000,6642 N 90TH ST,,9,480,Ranch,Aluminum / Vinyl,1.0,1956,0,1246,1,3,1,1,7320,90000,2009
Residential,720201000,10001 W TOWER AV,,9,240,Ranch,Aluminum / Vinyl,1.0,1973,0,1200,1,4,1,1,10087,121000,2009
Residential,1390516000,6545 N 51ST ST,,9,560,Ranch,Frame,1.0,1966,0,1184,1,3,1,1,7950,95900,2009
Residential,1430562000,8101 W KIEHNAU AV,,9,480,Ranch,Masonry / Frame,1.0,1957,0,1165,1,3,1,1,8298,114500,2009
Residential,840249000,7615 N DELTA PL,,9,360,Ranch,Aluminum / Vinyl,1.0,1957,0,1155,1,3,1,1,10800,115000,2009
Residential,720474000,9761 W DARNEL AV,,9,240,Ranch,Aluminum / Vinyl,1.0,1992,0,1143,1,3,1,1,7200,172000,2009
Residential,730371000,8223 N 106TH ST,,9,240,Ranch,Aluminum / Vinyl,1.0,1972,0,1140,1,3,1,0,8100,154000,2009
Residential,1410246000,7119 W LIMA ST,,9,660,Ranch,Frame,1.0,1968,0,1063,1,2,1,1,7200,87000,2009
Residential,1380121000,6556 N 51ST ST,,9,560,Ranch,Aluminum / Vinyl,1.0,1965,0,1033,1,3,1,0,6375,35000,2009
Residential,1380121000,6556 N 51ST ST,,9,560,Ranch,Aluminum / Vinyl,1.0,1965,0,1033,1,3,1,0,6375,27500,2009
Residential,1430020000,6661 N 90TH ST,,9,480,Ranch,Brick,1.0,1956,0,962,1,3,1,0,7200,97000,2009
Residential,730480000,10329 W DEAN RD,,9,240,Ranch,Aluminum / Vinyl,1.0,1976,0,906,1,3,1,0,7200,119900,2009
Residential,1391461000,6516 N 58TH ST,,9,560,Ranch,Aluminum / Vinyl,1.0,1937,0,826,1,2,1,0,9000,114200,2009
Residential,2890391000,5725 W ROOSEVELT DR,,10,1850,Cape Cod,Stone,1.5,1948,0,1920,1,4,2,1,5400,169000,2009
Residential,3040041000,3018 N 75TH ST,,10,2080,Cape Cod,Brick,1.5,1932,0,1424,1,3,1,0,5400,186000,2009
Residential,4180466000,217 S 80TH ST,,10,2720,Cape Cod,Aluminum / Vinyl,1.0,1945,0,1307,1,3,2,0,9000,182000,2009
Residential,2640179000,3919 N 69TH ST,,10,1940,Cape Cod,Aluminum / Vinyl,1.0,1955,0,1046,1,3,1,0,4920,75500,2009
Residential,4200406100,602 S 68TH ST,,10,2710,Cape Cod,Aluminum / Vinyl,1.0,1948,0,1012,1,4,1,0,7440,126000,2009
Residential,3460713000,5622 W WASHINGTON BL,,10,2580,Dplx Bungalow,Masonry / Frame,2.0,1921,0,3268,2,6,2,0,7248,252500,2009
Residential,3461267000,1750 N 56TH ST,,10,2540,Dplx Bungalow,Aluminum / Vinyl,2.0,1927,0,2756,2,4,2,0,4800,219000,2009
Residential,3860632000,1134 N 45TH ST,,10,2610,Dplx Bungalow,Stucco,2.0,1927,0,2564,2,6,2,0,4800,46000,2009
Residential,3860625000,1170 N 45TH ST,,10,2610,Dplx Bungalow,Aluminum / Vinyl,2.0,1926,0,2300,2,4,2,0,4800,145000,2009
Residential,3460511000,2203 N 54TH ST,,10,2540,Dplx Bungalow,Aluminum / Vinyl,1.5,1920,0,2234,2,4,2,0,4560,178500,2009
Residential,4040567000,605 N 53RD ST,,10,2660,Dplx Bungalow,Frame,1.5,1928,0,2076,2,5,2,0,6400,185000,2009
Residential,3461223000,1813 N 56TH ST,,10,2540,Dplx Bungalow,Aluminum / Vinyl,1.5,1928,0,1973,2,4,2,1,4800,208000,2009
Residential,3860046000,1076 N 47TH ST,,10,2610,Duplex O/S,Aluminum / Vinyl,2.0,1903,0,1834,2,4,2,0,4800,58500,2009
